refind,label,description,class,notes
536,everyone,in the village,hum,
537,money,from the magic cow,mss,
601,they,a couple,hum,
602,coconut tree,coconut tree,inm,
603,coconut,coconut from tree,inm,
604,man,the man from the couple,hum,
605,basket,basket for coconuts,inm,
606,capes,capes where protagonists walk,loc,
607,water,the coconut's water,inm,
608,woman,the woman from the couple,hum,
609,boyfriend,the suspected boyfriend of the woman,hum,
610,stone,the stone that the coconut is split on,inm,
